video_title,author,comment,video_likes
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@jayc7239,You are so talented sir. This video made me cry with laughter. ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@edgonzales5411,"8:50 started reminding me of that adam sandler movie ""don't mess with the zohan""",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Bad.Ju.Ju.,Keep these videos coming!!! Super entertaining!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@auntydoll8,This kind of harmless prank is awesome,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dimsom8461,"This is awesome, we need MORE!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@admchin,Loving this random business prank theme. Need more,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@KingArthurFleck,Love the props to local NYC businesses!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ginnyphoenix8031,Awesome! :D :D They changed mood instantly after you've spoken their language! :D,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@zendaebbe,"Gold man, love this new type of content",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@cursor1245,I like this format haha,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@gregdoh,Been loving these!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@WhoDatWhoDat_,The Asian Lady with the Jeans Jacket & beautiful Hair in the background has a really nice smile ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@hermanl920,The boss girl in the faded green outfit with the black belt .... is DROP DEAD GORGEOUS.... I call that one!  That girl's mine!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ChivaMichelle2Catz-v2c,That is right ! When Filipinos tried to gossip about me ! I blow there minds !,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@unlirice4813,love this undercover series! hope you make more content about it.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@travelingswede5774,The instant respect is the best thing ever <3,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@TheMightyOdin,I was too busy watching the boss lady to catch the captioning.   So I had to rewatch the video but then the same thing happened.  I might be here awhile.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@kurt479,Why would anyone say ‘this is our new foreign hairdresser?’ ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@OliverRautenberg-s4g,"NEW YORK XIAOMA! The man, the legend.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@geoff7393,He sounded like Manuel from fawlty towers in the uk lol! this was so funny though we need more!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ridnerboy,This is the content I live for ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@achmatp286,I absolutely love the undercover videos. More please.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@andix3944,Love this. Please do more of these type  of videos 🩷,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Tader500,"“Don’t treat my head like a watermelon, you’re gonna burst it” great line ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@samferriere5730,Love this guy and the people were so nice...and I wish my hairdresser had could wash my hair this way!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ryderoreilly9807,"Gosh I love your videos, such a good mental break from all the shit hitting the fan at the moment worldwide",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@rickkamp2,One of your most fun videos!   Maybe next time you can collab with Yuji ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@rick_terscale1111,He does the fake accent so well. Love it!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@hardrock6034,"Love the Eastern European accent. “ I’m my country, we do not have hot water” lol that was funny AF.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@BoutaFit,"People around him: ""I guess we better just stay speaking Chinese""
Xiaomao: ""I think that's for the best...""",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@tcf1986,"""you haven't spoke a truthful word wince he started speaking Chinese."" ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@titanau,The catching people off guard like is priceless   ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@b0ndeee,"""This guy is like Crouching Tiger, Hidden Dragon""  had me in stitches ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Ultimaus,Tbh I'd be interested in how he's instructed to perform at these places. Job series is so good,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dallikas6653,"I believe him the 5-star rating, maybe not because of the head massage, but the interaction ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@fiercingdragon,"I live right near this spot looool

They've been around for a while, new place too",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@danielt879,Your videos never disappoint.. Great ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@loganfnyt,Love the business type videos,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ant-asd,I always happy every time I watch your video Xiaoma.....,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@masonictemple3193,Love this video format!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@goldenpony822,"This is so multilayered 
Yay",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@bigkdash,Love your channel! You're the best,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@OnlyDubai,You have founded a new talent in you  keep going,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@sandro2833,"Before I start watching: you look good, healthy. Keep it up",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@vPlexy,‘I’m done with rating him’ ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@spacemanspiff01,Ari's improv skills are shockingly good lol,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@joeslinky,"This makes me nervous because there’s certain occupations that you need a license for, this may be one of them. If a customer gets mad (which probably won’t happen) they could sue the business and they would get in a lot of trouble for having an unlicensed person work with a client.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,,"Just know, you’re most likely going to be utilized by the government, if you aren’t already, and they are going to make sure you have no choice but to work for them, so I hope you’re prepared for that. Outside of that, I find your videos pretty entertaining! Thank you for sharing!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Ashera.TONILYNN,This was another very fun video  I was laughing the entire time.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@gspxt,Laoshu walked so Xiaoma could run. Rip legend,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@chrisreimer,These Xiaoma side quest videos are awesome,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ThomasFromFlint,After he said its a joke. Why did he finish the head message,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@johndaniellevinuya,Another side quest?! Love it!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@sarahh2072,I love this side quest era ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dracolnyte,that owner lady is something else,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@iDEaBilal,More of these please!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Carlitos7979,Dude is gaining muscles ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@BartDeCapuz,XIAOMA IS THE BEST ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@NoThankYouReally,“We do not have much water in my country.”,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@jonathanaldecoa1099,Ari is giving off Borat vibes in this,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@DonnieTheZombie,"I absolutely adore it.


I love these videos so much.  I wish i knew more language.  

If i could engage and or participate more id be full of glee.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@hithere9495,Do this at a massage parlor while getting a happy ending ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@calvincheney7405,Boosting a business' exposure with free advertising & humbly turning down a gratuity knowing 1/2 million views will be a wonderful paycheck! GREAT CONTENT!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@razielheart631,"this is awesome,please continue this stype of videos",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@definitelynotelj, @xiaomanyc  this is a fresh content coming from you. This is great!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@samanthaviberg9509,5 Stars!! Well done! I love that the one woman was already sus hahaha,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@HandyC,"YES, we are on a roll with these ""employee"" uploads.. AWESOME",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Philadiego,It be awesome to see you go out to eat with the people after you “prank” them.  Let them pick their local favorite restaurant and go eat some food with them.  You broke the barrier with this guy but he wasn’t ready to unleash his POV yet.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@aura_bella,Xiaoma looks so good,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,,Nice ur a secret agents undercover on a salon massge 好厉害呀，这次就可以学讲国语讲中文croaching tiger hidden dragon,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@R1kers,This is a fun thing to do. Tell your phone that's an AI to listen in and translate for you in a few minutes after they're done talking,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@cepaselegidaswines5073,"Awesome video ! Do more like this and the restaurant waiter one, these are hilarious ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@alishabee369,"""I knew there was something fishy about this guy""  so cute",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Temsen,"Gonna be fun to watch! 
Have a nice weekend with the family :)",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@TigasHyper,Not only does he speak flawless Mandarin but he's also a comedian,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Anne-gs7tr,My scalp hurts just watching this. ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dorukksakurek3580,Xiaoma is learning every single branch of work out there to be the best husband material,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@DaGreatest40,I love these videos. It reminds me of Anatoly in the gym acting like he can’t do the workout ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@linkhd5466,"You do just like in that movie ,, You don't mess with Zohan "" fake accent and everything , he was doing hairsalllon also  lol . Anyway goood job should try some Owen Wilson , Steve movies also keeeep it uppp",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@MrDarkHawk,"Good vibes, she was wholesome!!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Krammer.,"the problem with teacher AI is that the price is set the same for everyone in the world. For a brazilian like me, the price for 12 months is 147 dollars (779 reais) wich is almost the same as taking 1 classes per week with a private teacher",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@imRK4L,Bro over sold on the acting ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Utubeisazzho,"The accent and trip, you’re getting diabolical ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@peteharman2561,Had me chuckling most of the way threw ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@yojaw7577,LOVE THE VIDEO IDEA !,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@blumberg1982,The Russian accent is hysterical! My boyfriend does voices and you two sound the same! ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@monkeyonion6412,"I have always wanted to learn another language and life had been very difficult for me in the last years, so I stopped really even thinking about it. I met some very nice people that work at the gas station near my house that speak nepali and I told them I would learn it. 

I never got around to it because of life happening, but I watched alot of your videos last night for the first time and I decided first of all because of the reactions of chinese people to your mandarin that I would like to learn that, as well as Nepali. 

I appreciate your videos very much. I also work with alot of people from different places and one of my closest team is from nepal. That is what makes it such a great choice to start with. When you have real things every day to practice and talk about just doing work could be very good.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Gravvvyyy,"""If customer sleep, customer not complain"" 

That genuinely sounds like such a russian line.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@cassperr8471,I love these videos where He's in complete disguise and then shocks them halfway by speaking Chinese.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Rev4nn,Love those videos man,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@TheOneAboveAll_1985,"Crouching tiger, hidden dragon ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@creedolala6918,bro:s aura is through the roof,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@DeeJones-iw7mx,So much fun to watch!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@iananderson367,"My father was a polyglot.  Spoke 3 fluent, but could get around in every country conversationally.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@triciamaythebrummie4730, of all his videos i watched so far - i laughed on this,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@geohayden,0:38 well yeah but that ain’t gonna work very well for me wanting to learn British sign language ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@kamran.mashwani,“Don’t treat my head like a watermelon”. I’m gonna use this,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@robert4you,He sounds very much like Emanuel from Fawlty Towers ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@cyclonicleo,"My gosh, the boss is gorgeous! Anyway .....this is hilarious. Another great video, Xiaoma!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ShadowBanSM,I would go their now if I were in New York. Amazing place to go,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@myk13,that boss though,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@romybath318,He is an excellent actor. Hilarious.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@stevevenn1,Now that’s a happy ending!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@JTCelts,I love the new content! So hilarious,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@natsunoneko,Xiaoma your voice when you do that Russian accent is Soo good what the hell ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@andydlc33,I love this undercover content,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@darinbrandt8389,"With that accent I was waiting for him to say ""hold my mop please"". 
If you know, you know.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@theofficialsikander,this really inspires me to learn all the languages on earth lol...,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@duke_drums,"No joke, I had no idea places like this exist and I LOVE having my head scratched/massaged. Now that I know, I'm finding one close to me...hopefully! ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@hdh7808,This was great to watch! ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@FreakingRican258,Dude we have been missing you,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ribeiroanton_io,now bro is speed running professions,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Onescally87,"bro i know this feeling well. i don't know how many. free nail and feet things i have gotten for free for my exs, at nail salons. i half Vietnamese and speak it. I look Mexican. yes the lady's in the shop usually gossip about the customer to there face, in Vietnamese. when check arrives, my English goes out the door and i just reply in Vietnamese. i start calling the store out on everything. usually ends with a sorry free of charge  and a don't come back.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@shawnparker2692,My favorite video. The bad foreign accent in English was making crack up  !!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@fishingwithdavid,"dude do another colab with them, enjoyed this video alot",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@JayaGemGim,I agree with the guy,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@TheAdamk9111,lol Great video. I always look forward to your new video's. The accent you were using was great. The wife was suspicious of you from the start.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ernest_paralam,Welldone Xiaomi,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ericlanglois2501,There’s always at least one girl that wants to take him home haha,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@johnnytsunami155,5:10 the reveal,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@v11cu96,"Came for the language prank, stayed for the hot boss.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@trippythoughts253,"lol your too funny bro i dig the act, id love to see more like this",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@traieking,as others said so funny how he still finished the massage even though he was probably trying to be rubbish for a start ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@PetrifiedKitten,"BRO. Did you seriously train to do this just for the vid!? That's wild lmao Seriously, impressive. I cannot believe you pulled of a legit massage for this vid.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Blackshirtz,"lol love how they use this as an opportunity to advertise at the end like ""yea, come to our shop where we talk smack about you the whole time in a language you don't understand!"" pff lol",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@onelove370,im a sikh punjabi guy often they get shocked too when i speak chinese(mandarin) to chinese people haha their reaction is always priceless my favorites ones are when they talking bad about me in the elevator hahahaha,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@carlomansee,i never miss a xiaoma video,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@melissah287,That looks amazing. I want to get my hair done like that!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@justyce_yt,Add sign language to the app and I'm sold!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@meyba,The spa shop risking business here,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@awesomereviews1561,"That is so lame, millions of people that are not Chinese can speak Chinese…",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@WinterMute-w7q,I'm smiling so hard my cheeks hurt. That was awesome and I think I need a head massage :),0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@jonsterrymusic7058,"I’m sitting in a Hong Kong noodle restaurant wanting this. 
Your fake accent made me belly laugh in here and everyone looked at me. That was so funny mate",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Mr.Axolotl312,These captions are so clutch,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Nagutama,I loved this unintentional ASMR,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@johnnyebarrera1380,I haven't laughed this hard in forever. LOL...Hilarious!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@IdoN_Tlikethis,yess the job arc continues!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@rustycomer8502,The woman in the gray skirt and jacket as well as the one in the white dress are both absolutely gorgeous!!!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@roberttemple2521,"Funny guy, you. Thanks for the levity !!!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@The_Pantologist57,Xiaoman started doing both the side quests and main quests simultaneously,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dayad7710,instead of them telling you to be more gentle they talk bad about you to their partners how sad lmao,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@sellcrystal2,It was nice that you didn't take the tip and suggested to five it to the workers. Food Ranger would have snatched that money right up.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@travis79109,Why do we always switch to broken English when talking to foreigners? I inadvertently do it when I speak to Spanish speakers when they switch to English.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@mmomea,"Xiaoma, were you trying to sound like oscar from hey arnold when you said you have to make the money? ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@DougieP41,great stuff..cant wait for more....loved the restaurant waiter video....,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@DAONewPlanetMusic,You were speaking with a distinctive accent in English. And mentioned several times that there is no hot water in your country. What country would that be?,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Kaiykz,"Yeah, we can tell bro cut his hair himself  bro had an airplane landing strip on the back of his head. Legend of a guy. ",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@justinbrowning2079,No dude is coming here to have another dude touch him .,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Th0ws,"xiaoma peak times, bro glow up is neat",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Dan5819,"Xiaoma, you are such a comedian!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@seanrota3359,Xiaoma bringing smiles to the world..........,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@infinitecycle3479,Xiaoma going Borat for this one　4:15,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@kristiechristeondvm,We're everywhere ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@mejtalks,That was great. Do more vids like this. Very entertaining.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@m.d.580,"She sounded brazilian, but the female officer start talking to get in Spanish and i was like what?!!!",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@digitallymarketable,I like this new series!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@wroot_lt,I see the start of Xiaoma The Pretender series :),0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@caniacstevehenderson7115,Well done sir ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@UnderSpyX,these are some of my favorite ones haha thanks!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dext1fy,Xiaoma is just doing sidequests at this point ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@Slacker6001,If aliens show up they need to call this guy,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@MatsuriKazamaki,Well this goes to show that they actually do be talking trash about people in their work space. Kinda discourages me to visit their stores a little,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@ltnvideo,Love these undercover videos,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@mehreenn,The random Kazakh accent ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@TaranTula_28,"good application, but unfortunately when you have to pay for it and you are not 18 years old, that is sad",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@nxvlifestyles,anatoly lmaooooooooooo nice one,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@joeherbert7555,"I'll say one thing, those Y & C managers are hot! Love the fake out accent, Ari! Good clip.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@atticussprague7592,bro trolled them,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@leozeroks,This was absolutely hilarious,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@chrisnorris7527,"My cousin and I both tried to learn Japanese because we watched so much anime. We tried using Rosetta stone but the main problem was that it was a female voice... so we were both kinda doing ""high pitched japanese"" instead of what we should be sounding like. I also found out my name is exclusively a female name in Japan lol.

Ultimately we stopped because neither of us could agree on how to say H. He insisted it was like SH but without the S and whatever sound he was making was not matching the lady on the screen and I kept contending that SH without the H is H lol. Whoever was right, neither of our ears were hearing the same thing so we reached an empasse and gave up.",0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@alrightbro,Very nice high five! ,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@walksonland1977,Waiting for Borat to step in the room,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@akuma-l8f,the boss is pretty tho,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@nathanielchambers1084,1:58 vid starts,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@kencoffman7145,Would you consider the ojibwe language for your app? I live in Michigan and have a link to the ojibwe people through my grandfather. Long story but I've found that learning the language is kinda important for me. Always look forward to your videos. Thanks for doing what you do,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@redcap62,Yeah bud good stuff as usual. Lovin' the spy format.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@bluebubble2043,That was actually very funny! What a lovely salon!,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@EvilOdysseus,Ok now he's just doing side missions.,0
Chinese Salon Customers Think White Guy Can’t Understand Their Gossip…,@dandvoracek8692,He just became Anatolyi but with language skills.,0
